da_id,population_2016,population_0_to_14,percent_children
35202342,1009,160,0.1586
35190407,474,75,0.1582
35201351,445,90,0.2022
35570161,338,20,0.0592
35370205,443,100,0.2257
35480136,1245,275,0.2209
35380163,563,70,0.1243
35320302,574,190,0.331
35320291,817,120,0.1469
35204642,618,150,0.2427
35580417,371,70,0.1887
35250790,546,85,0.1557
35211209,1413,280,0.1982
35061514,1804,90,0.0499
35204736,999,160,0.1602
35202139,540,75,0.1389
35540143,732,75,0.1025
35600223,0,NULL,NULL
35300160,231,20,0.0866
35430639,506,65,0.1285
35280253,589,85,0.1443
35240753,371,50,0.1348
35250949,446,80,0.1794
35240130,529,80,0.1512
35010397,0,NULL,NULL
35060393,741,90,0.1215
35190646,1548,220,0.1421
35060071,634,100,0.1577
35201205,643,95,0.1477
35180366,1017,150,0.1475
35570168,439,60,0.1367
35410218,691,165,0.2388
35230340,604,120,0.1987
35220095,641,130,0.2028
35360241,596,80,0.1342
35320238,677,120,0.1773
35580154,399,25,0.0627
35280151,540,85,0.1574
35180722,362,75,0.2072
35202031,846,190,0.2246
35203898,541,80,0.1479
35250830,508,70,0.1378
35370051,615,85,0.1382
35240497,475,85,0.1789
35300526,445,75,0.1685
35210651,520,65,0.125
35260560,514,80,0.1556
35580079,394,60,0.1523
35280293,701,215,0.3067
35510072,603,65,0.1078
35251030,357,55,0.1541
35580063,429,60,0.1399
35250486,658,100,0.152
35211981,4773,965,0.2022
35580420,455,105,0.2308
35100086,446,65,0.1457
35203199,892,85,0.0953
35150071,467,75,0.1606
35204125,1538,180,0.117
35202078,256,40,0.1563
35100330,410,60,0.1463
35200535,440,70,0.1591
35250879,719,115,0.1599
35560251,762,90,0.1181
35230061,600,65,0.1083
35410167,970,195,0.201
35380243,561,30,0.0535
35201144,283,25,0.0883
35190777,2611,630,0.2413
35061605,910,45,0.0495
35020147,497,75,0.1509
35160171,621,70,0.1127
35061754,815,140,0.1718
35090105,1038,165,0.159
35191115,952,215,0.2258
35211023,404,60,0.1485
35202267,706,100,0.1416
35120099,457,30,0.0656
35180213,453,50,0.1104
35530271,528,100,0.1894
35310154,409,55,0.1345
35300137,979,200,0.2043
35250606,536,70,0.1306
35260752,810,100,0.1235
35211290,485,40,0.0825
35390719,488,65,0.1332
35300122,1128,70,0.0621
35300437,921,185,0.2009
35180129,921,190,0.2063
35061332,471,90,0.1911
35191362,195,30,0.1538
35201564,422,40,0.0948
35090130,816,160,0.1961
35204083,2134,250,0.1172
35600210,70,15,0.2143
35260228,453,60,0.1325
35240746,413,55,0.1332
35580437,471,85,0.1805
35570077,677,135,0.1994
35230447,600,160,0.2667
35370138,380,55,0.1447
35480206,744,80,0.1075
35431296,881,190,0.2157
35204597,553,20,0.0362
35300999,716,120,0.1676
35430998,831,155,0.1865
35202288,318,45,0.1415
35203027,777,115,0.148
35211215,667,145,0.2174
35250340,270,35,0.1296
35210723,383,55,0.1436
35480218,516,90,0.1744
35212071,461,60,0.1302
35250133,426,0,0
35600392,582,90,0.1546
35250754,431,60,0.1392
35210934,580,95,0.1638
35390153,530,95,0.1792
35200216,677,70,0.1034
35190043,846,115,0.1359
35020092,924,150,0.1623
35203984,752,25,0.0332
35190521,785,105,0.1338
35240935,1263,405,0.3207
35280234,401,45,0.1122
35210077,334,50,0.1497
35260574,428,65,0.1519
35211797,1522,375,0.2464
35430749,424,50,0.1179
35250416,501,60,0.1198
35204587,284,15,0.0528
35201984,627,140,0.2233
35140137,692,90,0.1301
35200677,516,115,0.2229
35061782,352,15,0.0426
35212140,6661,1645,0.247
35570327,428,45,0.1051
35480221,309,45,0.1456
35300778,456,105,0.2303
35560204,592,110,0.1858
35260622,535,60,0.1121
35240650,768,160,0.2083
35210846,353,60,0.17
35210908,657,95,0.1446
35570156,760,135,0.1776
35201169,431,65,0.1508
35190802,299,30,0.1003
35201410,401,50,0.1247
35210583,241,50,0.2075
35410214,580,100,0.1724
35240533,354,65,0.1836
35370656,695,145,0.2086
35300044,497,70,0.1408
35400139,498,70,0.1406
35560191,340,65,0.1912
35211152,852,150,0.1761
35204621,663,10,0.0151
35240158,430,65,0.1512
35201952,443,50,0.1129
35200529,786,105,0.1336
35300579,598,80,0.1338
35300171,472,105,0.2225
35240255,1050,25,0.0238
35260811,479,80,0.167
35540138,482,85,0.1763
35340171,505,85,0.1683
35400187,481,50,0.104
35320281,555,35,0.0631
35250146,788,115,0.1459
35380080,379,55,0.1451
35140193,392,45,0.1148
35201603,459,75,0.1634
35200105,1274,195,0.1531
35190742,294,45,0.1531
35200141,561,70,0.1248
35200318,396,55,0.1389
35420243,486,65,0.1337
35380136,481,60,0.1247
35301012,4744,1260,0.2656
35431193,435,60,0.1379
35250096,514,90,0.1751
35260487,426,65,0.1526
35380069,410,55,0.1341
35010176,0,NULL,NULL
35203865,525,90,0.1714
35240197,506,65,0.1285
35250533,783,95,0.1213
35280228,560,80,0.1429
35260788,580,110,0.1897
35240272,1375,215,0.1564
35560297,443,90,0.2032
35301026,810,140,0.1728
35390659,774,120,0.155
35320301,1052,235,0.2234
35420170,679,45,0.0663
35380061,430,110,0.2558
35290311,986,115,0.1166
35200218,584,65,0.1113
35202672,436,85,0.195
35190109,365,40,0.1096
35181111,868,130,0.1498
35190374,2652,310,0.1169
35060527,326,50,0.1534
35190494,363,65,0.1791
35370768,973,190,0.1953
35420250,482,30,0.0622
35430801,576,80,0.1389
35390149,285,45,0.1579
35150280,538,95,0.1766
35202617,539,85,0.1577
35060670,437,90,0.2059
35190327,251,35,0.1394
35203735,394,50,0.1269
35070309,432,35,0.081
35431371,644,145,0.2252
35201428,649,55,0.0847
35390891,596,20,0.0336
35211708,412,65,0.1578
35380345,527,115,0.2182
35360430,499,85,0.1703
35240614,642,110,0.1713
35260251,1140,130,0.114
35260396,379,80,0.2111
35260413,402,45,0.1119
35370750,574,95,0.1655
35061290,475,70,0.1474
35060844,555,115,0.2072
35061739,672,145,0.2158
35240485,378,60,0.1587
35211430,1231,215,0.1747
35211519,375,90,0.24
35260651,444,75,0.1689
35240142,444,80,0.1802
35390730,727,65,0.0894
35202400,526,120,0.2281
35203197,487,85,0.1745
35180636,793,185,0.2333
35060189,421,50,0.1188
35010320,799,155,0.194
35010321,422,70,0.1659
35180479,565,85,0.1504
35060976,567,140,0.2469
35110109,400,80,0.2
35190851,427,65,0.1522
35190085,695,90,0.1295
35120235,596,115,0.193
35260796,638,75,0.1176
35240466,665,75,0.1128
35310153,545,75,0.1376
35370634,732,130,0.1776
35260567,344,45,0.1308
35380344,409,85,0.2078
35300786,473,70,0.148
35431239,567,95,0.1675
35210942,542,105,0.1937
35240166,398,60,0.1508
35150296,517,50,0.0967
35010200,414,75,0.1812
35061123,644,90,0.1398
35060749,419,80,0.1909
35160201,503,70,0.1392
35201338,506,60,0.1186
35202516,489,50,0.1022
35250279,699,85,0.1216
35210603,691,130,0.1881
35211684,623,100,0.1605
35250618,266,30,0.1128
35420318,450,105,0.2333
35204609,305,30,0.0984
35390716,633,110,0.1738
35120324,190,5,0.0263
35190436,316,30,0.0949
35061393,328,40,0.122
35240737,408,90,0.2206
35300816,737,120,0.1628
35211158,497,75,0.1509
35204598,772,15,0.0194
35240340,401,55,0.1372
35210975,639,155,0.2426
35190433,5937,560,0.0943
35200958,779,120,0.154
35203945,1370,125,0.0912
35181110,896,135,0.1507
35061751,737,140,0.19
35100049,546,70,0.1282
35240443,619,100,0.1616
35430849,730,110,0.1507
35210241,1211,235,0.1941
35204599,797,265,0.3325
35590109,486,50,0.1029
35060575,623,100,0.1605
35203268,772,110,0.1425
35210502,560,95,0.1696
35250962,656,90,0.1372
35260277,672,95,0.1414
35211292,567,90,0.1587
35110086,707,105,0.1485
35010224,560,90,0.1607
35190317,459,50,0.1089
35190143,530,85,0.1604
35180371,453,75,0.1656
35202705,1401,50,0.0357
35580047,480,35,0.0729
35250031,468,75,0.1603
35250075,414,60,0.1449
35300942,611,85,0.1391
35020096,647,55,0.085
35203332,439,60,0.1367
35060288,491,100,0.2037
35140239,444,75,0.1689
35090147,896,80,0.0893
35180820,609,60,0.0985
35203278,491,80,0.1629
35230492,815,145,0.1779
35600342,0,NULL,NULL
35431019,1094,30,0.0274
35370773,531,105,0.1977
35300203,541,120,0.2218
35220097,545,55,0.1009
35250965,379,40,0.1055
35250767,448,75,0.1674
35390138,336,40,0.119
35201513,610,140,0.2295
35120309,396,85,0.2146
35060945,450,100,0.2222
35180955,520,105,0.2019
35202764,423,70,0.1655
35201332,796,60,0.0754
35100307,719,115,0.1599
35290297,431,65,0.1508
35370650,471,65,0.138
35431121,502,65,0.1295
35204590,873,15,0.0172
35212091,2095,450,0.2148
35212145,4293,1055,0.2457
35390737,855,225,0.2632
35060078,471,65,0.138
35390890,783,85,0.1086
35380113,483,90,0.1863
35260110,466,75,0.1609
35430691,484,65,0.1343
35230159,458,40,0.0873
35201040,534,45,0.0843
35120391,678,135,0.1991
35203965,1234,305,0.2472
35060758,244,45,0.1844
35180052,605,60,0.0992
35320197,533,70,0.1313
35211687,1247,265,0.2125
35211765,978,190,0.1943
35211524,682,85,0.1246
35210719,636,100,0.1572
35430591,434,65,0.1498
35370121,642,105,0.1636
35580395,305,30,0.0984
35431251,405,55,0.1358
35431079,587,120,0.2044
35190561,636,145,0.228
35203858,430,55,0.1279
35190229,470,55,0.117
35300453,541,80,0.1479
35260088,456,50,0.1096
35300173,561,110,0.1961
35300611,664,85,0.128
35204656,864,70,0.081
35202104,525,65,0.1238
35061390,294,15,0.051
35100243,1047,125,0.1194
35390354,416,115,0.2764
35431166,1102,250,0.2269
35211941,2643,785,0.297
35203007,611,90,0.1473
35180303,1682,350,0.2081
35201179,517,60,0.1161
35200329,378,50,0.1323
35340123,749,95,0.1268
35210606,700,115,0.1643
35240709,693,140,0.202
35211271,366,45,0.123
35250459,742,120,0.1617
35140149,651,170,0.2611
35061671,714,195,0.2731
35200041,902,130,0.1441
35200300,1232,210,0.1705
35250843,1163,245,0.2107
35530064,390,25,0.0641
35240543,538,55,0.1022
35010206,457,65,0.1422
35120390,417,85,0.2038
35160153,552,95,0.1721
35200581,375,70,0.1867
35180394,545,110,0.2018
35300484,508,90,0.1772
35430627,409,70,0.1711
35211944,680,130,0.1912
35600381,673,170,0.2526
35190537,698,100,0.1433
35200562,521,90,0.1727
35070320,515,115,0.2233
35260666,517,85,0.1644
35530368,591,120,0.203
35300613,332,45,0.1355
35530338,797,150,0.1882
35540105,112,15,0.1339
35100265,462,85,0.184
35202183,523,65,0.1243
35380254,422,90,0.2133
35211581,1117,205,0.1835
35431091,933,240,0.2572
35210425,344,65,0.189
35300443,281,50,0.1779
35180792,850,150,0.1765
35300186,1072,110,0.1026
35240278,276,60,0.2174
35390804,514,90,0.1751
35211969,590,125,0.2119
35440239,957,35,0.0366
35380085,363,45,0.124
35390845,1646,370,0.2248
35200956,399,45,0.1128
35204339,802,90,0.1122
35181016,1955,415,0.2123
35204385,647,130,0.2009
35530144,398,50,0.1256
35250764,457,80,0.1751
35180903,154,40,0.2597
35202375,516,115,0.2229
35202349,453,100,0.2208
35260072,492,50,0.1016
35191250,725,150,0.2069
35100286,357,70,0.1961
35240580,580,100,0.1724
35250450,508,60,0.1181
35250775,475,75,0.1579
35260713,538,75,0.1394
35120357,656,100,0.1524
35203716,887,165,0.186
35190738,207,10,0.0483
35190142,364,40,0.1099
35180310,630,75,0.119
35250440,616,25,0.0406
35290249,446,65,0.1457
35191046,0,NULL,NULL
35580071,355,65,0.1831
35360371,577,90,0.156
35190241,518,55,0.1062
35060129,1074,175,0.1629
35370586,1269,265,0.2088
35431187,883,135,0.1529
35250180,1608,360,0.2239
35201760,442,60,0.1357
35203607,757,115,0.1519
35061449,344,50,0.1453
35200805,1703,95,0.0558
35580474,944,230,0.2436
35201566,445,60,0.1348
35230371,534,115,0.2154
35560288,519,75,0.1445
35430676,353,55,0.1558
35190320,1707,205,0.1201
35061744,1016,255,0.251
35202392,918,175,0.1906
35202461,312,25,0.0801
35204386,768,165,0.2148
35060449,487,75,0.154
35600353,328,60,0.1829
35240265,396,60,0.1515
35204479,100,NULL,NULL
35202051,793,195,0.2459
35320159,504,110,0.2183
35060561,473,100,0.2114
35020066,854,130,0.1522
35202408,587,85,0.1448
35490160,461,45,0.0976
35203284,407,60,0.1474
35203217,559,105,0.1878
35240471,517,115,0.2224
35211211,413,75,0.1816
35061899,1078,275,0.2551
35061639,934,145,0.1552
35201061,531,40,0.0753
35211657,439,95,0.2164
35250399,730,5,0.0068
35202403,1346,175,0.13
35211046,788,130,0.165
35210398,396,50,0.1263
35190614,560,65,0.1161
35160190,535,30,0.0561
35460086,565,50,0.0885
35240452,476,65,0.1366
35290307,623,115,0.1846
35530085,314,30,0.0955
35200372,379,55,0.1451
35061640,552,95,0.1721
35190464,495,80,0.1616
35340130,498,80,0.1606
35430667,433,100,0.2309
35060599,518,100,0.1931
35202322,520,130,0.25
35370056,767,135,0.176
35230503,859,175,0.2037
35340046,499,115,0.2305
35290261,490,100,0.2041
35300913,1637,330,0.2016
35250226,496,25,0.0504
35120332,760,115,0.1513
35400193,755,125,0.1656
35380098,493,40,0.0811
35300872,569,110,0.1933
35260630,1103,185,0.1677
35430597,406,85,0.2094
35181106,334,40,0.1198
35210030,790,125,0.1582
35530175,522,85,0.1628
35061190,1596,40,0.0251
35250043,577,70,0.1213
35570118,309,50,0.1618
35180841,2088,355,0.17
35061267,497,105,0.2113
35370561,673,100,0.1486
35211559,1281,165,0.1288
35430687,766,155,0.2023
35200484,748,140,0.1872
35061743,604,75,0.1242
35190605,498,45,0.0904
35210252,448,65,0.1451
35061055,746,115,0.1542
35061376,538,90,0.1673
35181166,382,110,0.288
35400145,469,80,0.1706
35201463,1196,155,0.1296
35431360,927,55,0.0593
35390166,851,195,0.2291
35390771,590,125,0.2119
35310182,567,110,0.194
35260452,737,50,0.0678
35061071,553,65,0.1175
35010253,731,140,0.1915
35431103,359,60,0.1671
35150279,537,85,0.1583
35190016,232,30,0.1293
35191064,525,70,0.1333
35060750,457,75,0.1641
35190543,298,45,0.151
35201673,406,50,0.1232
35230474,467,75,0.1606
35201601,709,115,0.1622
35202373,663,65,0.098
35180928,533,85,0.1595
35090125,599,110,0.1836
35190503,464,60,0.1293
35120362,15,NULL,NULL
35100313,942,155,0.1645
35191091,293,55,0.1877
35211017,514,70,0.1362
35230366,3631,1015,0.2795
35370806,574,125,0.2178
35360415,15,NULL,NULL
35300767,481,105,0.2183
35240761,334,55,0.1647
35580409,297,35,0.1178
35431231,530,50,0.0943
35320252,567,70,0.1235
35060202,570,70,0.1228
35202124,538,140,0.2602
35203129,394,40,0.1015
35203064,497,75,0.1509
35190628,656,120,0.1829
35201524,525,90,0.1714
35200261,543,55,0.1013
35200176,404,45,0.1114
35061769,353,35,0.0992
35202276,672,205,0.3051
35180416,333,60,0.1802
35201352,413,75,0.1816
35204369,418,55,0.1316
35240257,512,70,0.1367
35440210,1186,135,0.1138
35211712,591,105,0.1777
35260301,607,155,0.2554
35390726,429,55,0.1282
35580068,344,5,0.0145
35201430,436,65,0.1491
35150063,500,65,0.13
35010229,650,95,0.1462
35160144,524,75,0.1431
35100288,0,NULL,NULL
35090116,908,140,0.1542
35180607,721,125,0.1734
35150286,504,80,0.1587
35200327,318,45,0.1415
35260538,382,55,0.144
35250620,447,100,0.2237
35390446,886,160,0.1806
35370145,615,115,0.187
35300070,453,20,0.0442
35530154,366,35,0.0956
35340061,3268,660,0.202
35190549,461,50,0.1085
35180301,708,130,0.1836
35090200,537,45,0.0838
35180822,439,70,0.1595
35190590,859,145,0.1688
35180866,452,65,0.1438
35060002,622,125,0.201
35061422,583,120,0.2058
35202017,3488,595,0.1706
35211501,1062,190,0.1789
35410244,880,110,0.125
35201648,524,105,0.2004
35250902,480,100,0.2083
35370657,1774,525,0.2959
35250491,354,125,0.3531
35061317,465,85,0.1828
35201699,497,70,0.1408
35180947,486,60,0.1235
35202883,315,45,0.1429
35200291,582,85,0.146
35201407,703,85,0.1209
35250855,1107,190,0.1716
35230415,439,70,0.1595
35310142,507,115,0.2268
35300177,645,70,0.1085
35431315,407,60,0.1474
35480238,1151,230,0.1998
35210351,692,115,0.1662
35300746,541,85,0.1571
35560329,169,30,0.1775
35250213,377,35,0.0928
35250223,446,45,0.1009
35140189,504,80,0.1587
35061102,442,50,0.1131
35200361,386,60,0.1554
35201629,316,30,0.0949
35300460,455,75,0.1648
35211602,377,55,0.1459
35580177,484,45,0.093
35240026,378,50,0.1323
35580319,753,110,0.1461
35400150,530,95,0.1792
35200102,892,150,0.1682
35060295,447,65,0.1454
35180951,432,70,0.162
35180046,436,50,0.1147
35203617,984,160,0.1626
35202459,424,65,0.1533
35470313,448,75,0.1674
35210545,902,165,0.1829
35390179,421,80,0.19
35360365,173,10,0.0578
35290124,557,95,0.1706
35230187,518,70,0.1351
35320249,378,55,0.1455
35201856,1267,115,0.0908
35191281,9559,2090,0.2186
35060079,567,135,0.2381
35202767,479,90,0.1879
35440198,471,65,0.138
35431171,345,40,0.1159
35204700,1242,160,0.1288
35212075,1671,315,0.1885
35210483,517,50,0.0967
35200736,370,70,0.1892
35190473,655,70,0.1069
35201401,1891,250,0.1322
35202650,795,140,0.1761
35060888,432,60,0.1389
35180039,603,80,0.1327
35340183,422,105,0.2488
35370061,620,100,0.1613
35420319,497,85,0.171
35370572,381,55,0.1444
35180257,529,50,0.0945
35100100,586,70,0.1195
35190791,590,40,0.0678
35203470,846,160,0.1891
35203861,334,30,0.0898
35202442,515,35,0.068
35250256,628,80,0.1274
35370207,590,30,0.0508
35390598,678,110,0.1622
35320194,615,110,0.1789
35210090,600,175,0.2917
35370851,1559,285,0.1828
35360484,119,25,0.2101
35390725,474,65,0.1371
35180810,1050,85,0.081
35430894,697,85,0.122
35260061,552,85,0.154
35290300,440,75,0.1705
35240230,422,60,0.1422
35250889,560,145,0.2589
35280182,564,90,0.1596
35431026,424,65,0.1533
35420336,371,40,0.1078
35240051,407,60,0.1474
35380279,509,75,0.1473
35360293,442,50,0.1131
35210017,803,100,0.1245
35060598,646,110,0.1703
35201374,671,100,0.149
35202046,1000,215,0.215
35204254,706,190,0.2691
35201371,393,60,0.1527
35203465,1326,180,0.1357
35203661,723,90,0.1245
35150226,2011,450,0.2238
35130057,539,100,0.1855
35250283,637,80,0.1256
35440259,113,25,0.2212
35590081,501,85,0.1697
35380151,1318,210,0.1593
35340162,641,165,0.2574
35370846,498,85,0.1707
35210848,240,20,0.0833
35380292,395,80,0.2025
35260455,517,80,0.1547
35191220,639,115,0.18
35110106,653,125,0.1914
35181112,510,55,0.1078
35190280,696,130,0.1868
35530194,374,45,0.1203
35570174,418,55,0.1316
35202930,559,110,0.1968
35061627,517,90,0.1741
35180169,322,45,0.1398
35130046,492,80,0.1626
35061154,519,100,0.1927
35290071,959,220,0.2294
35280216,593,55,0.0927
35540081,596,90,0.151
35320299,871,210,0.2411
35520130,489,70,0.1431
35240831,531,165,0.3107
35200490,350,45,0.1286
35061367,517,70,0.1354
35010325,498,60,0.1205
35190422,310,50,0.1613
35300827,378,105,0.2778
35230294,888,190,0.214
35410193,868,185,0.2131
35380164,441,50,0.1134
35370141,354,55,0.1554
35200939,402,45,0.1119
35061072,462,100,0.2165
35090108,500,75,0.15
35140117,402,75,0.1866
35370372,268,50,0.1866
35560235,478,65,0.136
35580049,556,105,0.1888
35230095,474,65,0.1371
35300381,834,25,0.03
35400220,424,115,0.2712
35240392,647,65,0.1005
35203201,511,80,0.1566
35060663,2550,650,0.2549
35200294,470,60,0.1277
35100297,974,175,0.1797
35240449,290,50,0.1724
35430983,521,90,0.1727
35250948,1340,275,0.2052
35390649,402,60,0.1493
35370115,427,70,0.1639
35212028,803,160,0.1993
35260695,518,95,0.1834
35203604,735,95,0.1293
35191283,335,35,0.1045
35190937,553,80,0.1447
35204756,1175,85,0.0723
35211783,593,95,0.1602
35230332,341,45,0.132
35370686,586,105,0.1792
35320247,439,65,0.1481
35202529,1006,110,0.1093
35100089,1346,215,0.1597
35204318,551,75,0.1361
35202753,465,90,0.1935
35201753,254,20,0.0787
35070327,480,80,0.1667
35191169,1734,360,0.2076
35530322,741,125,0.1687
35300169,670,100,0.1493
35290123,440,110,0.25
35250160,397,75,0.1889
35380253,468,85,0.1816
35061693,576,105,0.1823
35061197,797,105,0.1317
35180253,544,70,0.1287
35211253,902,160,0.1774
35370651,476,75,0.1576
35410200,1104,210,0.1902
35230281,459,110,0.2397
35240395,570,75,0.1316
35370696,430,40,0.093
35110080,490,65,0.1327
35200670,525,110,0.2095
35202451,622,55,0.0884
35390058,401,45,0.1122
35250393,437,25,0.0572
35250087,506,75,0.1482
35212032,1088,295,0.2711
35260728,592,50,0.0845
35300436,526,100,0.1901
35212053,536,110,0.2052
35202931,613,60,0.0979
35061366,734,160,0.218
35120107,421,75,0.1781
35370808,542,60,0.1107
35210526,530,85,0.1604
35290247,460,80,0.1739
35390549,1499,45,0.03
35200463,548,55,0.1004
35061313,431,80,0.1856
35120416,812,120,0.1478
35230368,1025,235,0.2293
35580471,476,55,0.1155
35380101,474,70,0.1477
35420241,629,100,0.159
35370284,525,85,0.1619
35370604,599,100,0.1669
35180311,695,100,0.1439
35390812,417,45,0.1079
35540135,456,80,0.1754
35260437,378,75,0.1984
35211205,398,60,0.1508
35180998,440,60,0.1364
35100181,685,135,0.1971
35191080,1365,220,0.1612
35203569,465,70,0.1505
35200925,374,45,0.1203
35390849,492,85,0.1728
35190983,490,90,0.1837
35060735,1477,255,0.1726
35300719,531,0,0
35260706,545,70,0.1284
35201383,420,75,0.1786
35200204,660,110,0.1667
35300449,580,80,0.1379
35210175,515,60,0.1165
35230478,602,100,0.1661
35360508,368,45,0.1223
35202673,1200,85,0.0708
35061709,1387,65,0.0469
35200029,378,80,0.2116
35140174,677,110,0.1625
35410157,1025,170,0.1659
35300463,435,50,0.1149
35370287,464,45,0.097
35390757,NULL,NULL,NULL
35510079,558,105,0.1882
35370310,504,60,0.119
35180767,196,35,0.1786
35191085,320,40,0.125
35230376,653,90,0.1378
35210228,383,55,0.1436
35210903,307,60,0.1954
35390325,602,65,0.108
35201178,468,65,0.1389
35090171,506,30,0.0593
35191185,1451,300,0.2068
35120405,1784,280,0.157
35250861,503,120,0.2386
35430844,398,60,0.1508
35280268,552,85,0.154
35240663,522,90,0.1724
35210205,491,85,0.1731
35290319,3897,1195,0.3066
35160126,510,65,0.1275
35430567,444,80,0.1802
35300709,737,120,0.1628
35580101,640,240,0.375
35250712,390,70,0.1795
35560335,690,175,0.2536
35300095,821,110,0.134
35390250,407,45,0.1106
35204631,579,80,0.1382
35240631,496,80,0.1613
35200889,661,55,0.0832
35070218,447,65,0.1454
35203002,679,75,0.1105
35431173,374,40,0.107
35510085,436,40,0.0917
35190825,596,95,0.1594
35201996,463,50,0.108
35240003,451,90,0.1996
35250933,489,80,0.1636
35210682,690,95,0.1377
35560314,629,95,0.151
35420306,441,65,0.1474
35202045,433,115,0.2656
35280271,422,65,0.154
35210124,630,95,0.1508
35190284,370,45,0.1216
35060535,391,45,0.1151
35060710,327,45,0.1376
35061446,1406,250,0.1778
35190946,532,90,0.1692
35360236,446,90,0.2018
35230465,751,120,0.1598
35200213,565,65,0.115
35390650,501,95,0.1896
35211820,664,125,0.1883
35060184,691,85,0.123
35470291,602,65,0.108
35370595,790,65,0.0823
35140198,717,50,0.0697
35060107,1064,160,0.1504
35180419,732,140,0.1913
35260599,722,110,0.1524
35061383,638,125,0.1959
35190166,555,85,0.1532
35370358,156,25,0.1603
35430680,406,75,0.1847
35204627,437,50,0.1144
35061570,363,100,0.2755
35120268,652,115,0.1764
35340167,671,215,0.3204
35430819,428,60,0.1402
35060055,425,30,0.0706
35250250,488,60,0.123
35180266,238,40,0.1681
35204395,630,90,0.1429
35530203,747,135,0.1807
35190167,660,85,0.1288
35203732,656,95,0.1448
35060606,517,55,0.1064
35204139,2304,520,0.2257
35061700,509,55,0.1081
35203385,425,55,0.1294
35120379,553,95,0.1718
35260089,554,55,0.0993
35431189,591,90,0.1523
35560289,450,80,0.1778
35260619,1590,305,0.1918
35240768,485,105,0.2165
35390702,1036,155,0.1496
35200990,520,65,0.125
35180346,406,65,0.1601
35430867,1138,140,0.123
35212005,819,150,0.1832
35180284,443,70,0.158
35060310,561,95,0.1693
35200860,766,45,0.0587
35202935,633,115,0.1817
35180916,386,50,0.1295
35120124,1557,225,0.1445
35230169,451,50,0.1109
35431011,401,75,0.187
35390047,597,60,0.1005
35431157,742,105,0.1415
35201314,535,95,0.1776
35200420,794,100,0.1259
35400138,437,80,0.1831
35431223,484,55,0.1136
35061863,824,130,0.1578
35190615,450,65,0.1444
35200278,392,65,0.1658
35100289,887,140,0.1578
35203536,436,55,0.1261
35490202,604,50,0.0828
35210352,560,85,0.1518
35060547,429,60,0.1399
35470173,650,155,0.2385
35150060,548,60,0.1095
35061445,363,55,0.1515
35210804,506,115,0.2273
35300237,860,210,0.2442
35140183,650,90,0.1385
35010287,494,80,0.1619
35210386,496,60,0.121
35190703,893,100,0.112
35420230,795,40,0.0503
35390676,991,125,0.1261
35201804,446,70,0.157
35211222,329,45,0.1368
35300608,2495,565,0.2265
35061333,736,105,0.1427
35150265,456,60,0.1316
35470242,566,130,0.2297
35204655,1625,95,0.0585
35370585,577,55,0.0953
35570154,596,70,0.1174
35211268,404,45,0.1114
35200232,668,75,0.1123
35061082,485,80,0.1649
35200976,844,120,0.1422
35203813,432,85,0.1968
35180324,439,50,0.1139
35203886,460,75,0.163
35060523,621,75,0.1208
35431380,113,10,0.0885
35390834,453,80,0.1766
35390201,526,75,0.1426
35240745,599,90,0.1503
35390662,306,30,0.098
35240720,6430,1740,0.2706
35390707,1018,165,0.1621
35150309,422,85,0.2014
35201599,536,70,0.1306
35100151,665,95,0.1429
35190902,657,100,0.1522
35201789,984,225,0.2287
35061042,604,60,0.0993
35010302,627,110,0.1754
35070244,398,30,0.0754
35203722,524,80,0.1527
35061800,458,25,0.0546
35600348,0,NULL,NULL
35580372,0,NULL,NULL
35211812,1371,265,0.1933
35211590,656,110,0.1677
35211894,740,155,0.2095
35431154,507,60,0.1183
35211180,864,180,0.2083
35260486,511,80,0.1566
35211955,680,155,0.2279
35180104,348,30,0.0862
35140151,346,60,0.1734
35090135,653,110,0.1685
35202637,528,130,0.2462
35181208,392,110,0.2806
35120129,735,105,0.1429
35140116,559,100,0.1789
35203572,406,40,0.0985
35211024,1374,220,0.1601
35390352,863,165,0.1912
35230497,466,115,0.2468
35530366,451,50,0.1109
35360382,546,95,0.174
35211760,1292,290,0.2245
35360165,439,40,0.0911
35390237,445,115,0.2584
35210796,377,40,0.1061
35300055,444,60,0.1351
35210891,562,75,0.1335
35240112,391,55,0.1407
35211946,750,195,0.26
35204716,1360,260,0.1912
35260462,469,55,0.1173
35061592,1345,290,0.2156
35190353,693,85,0.1227
35060689,397,55,0.1385
35201072,582,70,0.1203
35203263,436,55,0.1261
35201966,572,70,0.1224
35201406,571,75,0.1313
35204276,508,65,0.128
35190277,440,60,0.1364
35190428,925,110,0.1189
35431002,414,75,0.1812
35203039,473,70,0.148
35390024,399,60,0.1504
35390618,530,80,0.1509
35210625,403,55,0.1365
35211873,550,145,0.2636
35360456,341,60,0.176
35430549,0,NULL,NULL
35290154,431,60,0.1392
35480065,458,75,0.1638
35360300,667,110,0.1649
35290329,NULL,NULL,NULL
35212184,339,45,0.1327
35250520,679,90,0.1325
35180648,582,70,0.1203
35203929,997,155,0.1555
35204322,476,80,0.1681
35190373,472,75,0.1589
35150334,857,140,0.1634
35201421,352,35,0.0994
35280174,408,70,0.1716
35060080,425,70,0.1647
35390338,274,35,0.1277
35280256,608,100,0.1645
35390901,1250,305,0.244
