da_id,population_2016,population_0_to_14,percent_children
35260451,536,5,0.0093
35310199,893,170,0.1904
35380355,324,20,0.0617
35201440,502,65,0.1295
35201064,640,70,0.1094
35180223,627,95,0.1515
35203388,501,75,0.1497
35240202,598,100,0.1672
35370393,428,75,0.1752
35210176,1138,270,0.2373
35420274,730,130,0.1781
35360491,29,NULL,NULL
35530158,424,75,0.1769
35180936,461,90,0.1952
35202621,481,60,0.1247
35191104,1001,205,0.2048
35211505,238,25,0.105
35250348,542,60,0.1107
35240648,746,115,0.1542
35240687,7111,1845,0.2595
35380245,823,75,0.0911
35202301,545,90,0.1651
35140224,600,100,0.1667
35201964,466,90,0.1931
35201080,452,75,0.1659
35120378,671,135,0.2012
35210589,258,45,0.1744
35280277,474,30,0.0633
35420326,536,80,0.1493
35230405,518,85,0.1641
35300004,425,65,0.1529
35210388,425,70,0.1647
35580108,201,25,0.1244
35210473,1833,250,0.1364
35200223,420,50,0.119
35180946,529,70,0.1323
35190345,524,85,0.1622
35204284,2869,340,0.1185
35201491,537,85,0.1583
35200796,479,50,0.1044
35150214,748,95,0.127
35150244,591,95,0.1607
35580082,426,80,0.1878
35340175,681,120,0.1762
35240147,656,145,0.221
35530041,420,55,0.131
35280172,709,120,0.1693
35010401,557,90,0.1616
35203747,729,65,0.0892
35200505,443,70,0.158
35060460,643,75,0.1166
35530049,448,100,0.2232
35240617,802,115,0.1434
35240824,856,225,0.2629
35191272,900,210,0.2333
35100124,1039,200,0.1925
35200047,990,265,0.2677
35211705,1037,140,0.135
35240842,634,90,0.142
35204620,649,25,0.0385
35212142,3671,950,0.2588
35431078,432,80,0.1852
35240193,1054,95,0.0901
35203196,298,40,0.1342
35190569,370,55,0.1486
35203160,2469,290,0.1175
35191357,3933,1105,0.281
35110133,514,85,0.1654
35020166,528,75,0.142
35200749,504,110,0.2183
35202223,599,75,0.1252
35120140,346,40,0.1156
35190261,1924,275,0.1429
35370624,468,65,0.1389
35211665,1503,265,0.1763
35230496,1058,215,0.2032
35211416,1968,400,0.2033
35211913,745,155,0.2081
35320275,934,200,0.2141
35380199,0,NULL,NULL
35390805,436,75,0.172
35240157,460,95,0.2065
35010314,618,65,0.1052
35370396,732,105,0.1434
35430665,350,65,0.1857
35580364,366,130,0.3552
35390788,956,215,0.2249
35390297,387,60,0.155
35190949,368,50,0.1359
35070224,433,55,0.127
35201007,369,30,0.0813
35061539,544,70,0.1287
35260525,523,70,0.1338
35220133,544,70,0.1287
35510089,526,50,0.0951
35180892,1574,345,0.2192
35020119,544,85,0.1563
35200649,530,100,0.1887
35191332,381,75,0.1969
35190626,765,120,0.1569
35191057,884,210,0.2376
35202157,397,75,0.1889
35390344,308,50,0.1623
35211619,523,80,0.153
35390831,521,80,0.1536
35390197,351,55,0.1567
35210632,554,95,0.1715
35260233,529,90,0.1701
35300552,370,50,0.1351
35570286,0,NULL,NULL
35540087,413,55,0.1332
35240552,511,80,0.1566
35230167,581,40,0.0688
35390146,1463,180,0.123
35191213,1135,285,0.2511
35190113,442,65,0.1471
35061344,254,10,0.0394
35181221,427,70,0.1639
35190421,312,65,0.2083
35203681,556,90,0.1619
35260509,478,85,0.1778
35250281,535,115,0.215
35390833,433,50,0.1155
35530202,1037,180,0.1736
35420261,496,55,0.1109
35201641,1710,270,0.1579
35180209,276,35,0.1268
35060094,579,95,0.1641
35211649,1572,330,0.2099
35250607,477,65,0.1363
35430548,556,75,0.1349
35570111,455,70,0.1538
35480140,353,45,0.1275
35410199,539,75,0.1391
35260418,723,115,0.1591
35210902,559,95,0.1699
35580085,538,70,0.1301
35370172,449,75,0.167
35431217,520,70,0.1346
35280339,606,80,0.132
35202982,299,45,0.1505
35010187,529,75,0.1418
35061104,1329,250,0.1881
35200400,304,45,0.148
35203790,503,95,0.1889
35200696,321,45,0.1402
35300512,750,150,0.2
35480145,1222,230,0.1882
35390077,553,70,0.1266
35211742,485,110,0.2268
35230148,729,35,0.048
35090176,658,70,0.1064
35190625,504,85,0.1687
35203440,602,95,0.1578
35240207,544,120,0.2206
35390786,369,30,0.0813
35480146,266,40,0.1504
35220067,787,145,0.1842
35420210,441,60,0.1361
35204594,1180,30,0.0254
35260610,401,80,0.1995
35070297,470,80,0.1702
35201525,473,80,0.1691
35190425,426,60,0.1408
35200792,702,100,0.1425
35370845,672,120,0.1786
35260013,529,45,0.0851
35240809,232,0,0
35210785,385,50,0.1299
35211312,1066,70,0.0657
35240396,433,40,0.0924
35200469,485,70,0.1443
35204263,418,80,0.1914
35191318,531,155,0.2919
35180606,994,175,0.1761
35140115,499,55,0.1102
35212109,944,150,0.1589
35390346,419,75,0.179
35390180,717,115,0.1604
35240593,1380,165,0.1196
35340150,714,210,0.2941
35370297,486,65,0.1337
35340174,591,95,0.1607
35201149,310,35,0.1129
35201008,394,50,0.1269
35202396,439,75,0.1708
35240015,613,60,0.0979
35600269,827,235,0.2842
35210910,395,50,0.1266
35203545,561,90,0.1604
35203685,448,65,0.1451
35390588,384,45,0.1172
35260793,579,70,0.1209
35380052,1089,185,0.1699
35210402,609,100,0.1642
35202722,1435,135,0.0941
35100097,566,110,0.1943
35570386,418,10,0.0239
35260206,485,50,0.1031
35390832,299,50,0.1672
35210738,436,70,0.1606
35300071,421,30,0.0713
35202042,1142,310,0.2715
35150082,503,60,0.1193
35370803,574,150,0.2613
35060007,871,130,0.1493
35310206,502,130,0.259
35370732,450,35,0.0778
35250147,437,50,0.1144
35100085,355,50,0.1408
35020102,722,85,0.1177
35203788,928,135,0.1455
35203994,1529,315,0.206
35190477,492,55,0.1118
35181143,677,70,0.1034
35530109,693,100,0.1443
35600399,0,NULL,NULL
35360246,342,45,0.1316
35020172,510,70,0.1373
35190342,1213,245,0.202
35201202,433,55,0.127
35430967,653,110,0.1685
35211121,351,40,0.114
35202747,669,115,0.1719
35203134,405,55,0.1358
35212031,390,100,0.2564
35390720,1478,440,0.2977
35340040,397,50,0.1259
35204766,617,105,0.1702
35440242,563,75,0.1332
35510078,455,60,0.1319
35260296,465,75,0.1613
35290258,NULL,NULL,NULL
35190050,578,105,0.1817
35204399,972,140,0.144
35380150,282,40,0.1418
35290121,617,105,0.1702
35210448,472,35,0.0742
35191363,7268,1865,0.2566
35190119,740,130,0.1757
35190588,500,110,0.22
35180857,410,70,0.1707
35210543,492,75,0.1524
35600385,374,50,0.1337
35230124,452,50,0.1106
35430818,564,90,0.1596
35370177,368,30,0.0815
35290270,524,75,0.1431
35180218,637,75,0.1177
35250241,277,35,0.1264
35570170,370,55,0.1486
35290055,659,135,0.2049
35181224,762,125,0.164
35202996,609,75,0.1232
35204739,474,85,0.1793
35430747,820,140,0.1707
35290068,507,30,0.0592
35290164,491,75,0.1527
35202492,387,50,0.1292
35202899,533,100,0.1876
35100250,499,50,0.1002
35211622,515,85,0.165
35190118,508,95,0.187
35061377,473,85,0.1797
35201973,756,140,0.1852
35203036,454,75,0.1652
35203614,374,45,0.1203
35060501,345,60,0.1739
35150251,748,125,0.1671
35360340,509,70,0.1375
35190695,494,85,0.1721
35204355,2583,415,0.1607
35211089,564,95,0.1684
35530115,384,65,0.1693
35600257,778,280,0.3599
35560205,230,35,0.1522
35250945,650,115,0.1769
35570082,374,55,0.1471
35340173,717,120,0.1674
35260393,243,40,0.1646
35211940,932,280,0.3004
35260698,502,50,0.0996
35240402,506,65,0.1285
35240411,564,75,0.133
35201376,715,80,0.1119
35203581,339,50,0.1475
35201297,897,120,0.1338
35180547,471,70,0.1486
35120256,469,55,0.1173
35180930,637,85,0.1334
35203381,495,80,0.1616
35130072,725,85,0.1172
35420208,492,60,0.122
35130048,517,65,0.1257
35210522,485,75,0.1546
35204785,675,85,0.1259
35230413,442,60,0.1357
35300193,1555,420,0.2701
35580122,585,215,0.3675
35240834,709,145,0.2045
35250344,503,65,0.1292
35300618,635,115,0.1811
35240848,2769,840,0.3034
35390712,396,70,0.1768
35470269,620,90,0.1452
35203461,614,75,0.1221
35180690,340,50,0.1471
35203150,484,90,0.186
35140217,210,5,0.0238
35203383,389,70,0.1799
35201113,493,55,0.1116
35130042,655,50,0.0763
35202097,465,150,0.3226
35200066,483,60,0.1242
35210505,341,35,0.1026
35260512,522,95,0.182
35240248,541,105,0.1941
35570372,0,NULL,NULL
35400174,396,80,0.202
35240355,406,90,0.2217
35211966,533,150,0.2814
35431246,746,55,0.0737
35480076,571,80,0.1401
35370190,477,10,0.021
35190607,1149,120,0.1044
35180922,1278,280,0.2191
35202436,455,45,0.0989
35191322,1474,375,0.2544
35203678,234,30,0.1282
35100175,519,55,0.106
35070202,654,15,0.0229
35190258,330,35,0.1061
35100301,1102,190,0.1724
35430803,529,80,0.1512
35200328,385,35,0.0909
35260109,460,70,0.1522
35260624,456,65,0.1425
35580445,450,85,0.1889
35430766,552,80,0.1449
35390698,894,155,0.1734
35240829,1419,265,0.1868
35150257,609,80,0.1314
35140179,432,50,0.1157
35202114,446,85,0.1906
35203992,1477,330,0.2234
35180804,2379,375,0.1576
35160133,510,85,0.1667
35200662,778,115,0.1478
35090168,405,25,0.0617
35191171,233,0,0
35061499,487,85,0.1745
35181170,367,100,0.2725
35480096,693,115,0.1659
35211082,323,55,0.1703
35260532,381,70,0.1837
35530324,510,90,0.1765
35240598,2197,180,0.0819
35210179,601,105,0.1747
35431284,334,40,0.1198
35211939,1106,295,0.2667
35180260,414,45,0.1087
35060282,506,105,0.2075
35160152,483,105,0.2174
35203220,398,60,0.1508
35600374,974,310,0.3183
35560240,587,120,0.2044
35260585,741,100,0.135
35210307,489,55,0.1125
35430771,276,40,0.1449
35211977,444,95,0.214
35320264,616,100,0.1623
35600258,0,NULL,NULL
35140186,461,90,0.1952
35201434,552,60,0.1087
35180732,328,45,0.1372
35010405,374,50,0.1337
35201151,326,35,0.1074
35191067,385,45,0.1169
35180317,465,70,0.1505
35100042,602,110,0.1827
35211539,675,105,0.1556
35210572,529,75,0.1418
35204435,976,135,0.1383
35204846,1574,140,0.0889
35360170,509,60,0.1179
35420253,383,55,0.1436
35310128,500,100,0.2
35211895,779,180,0.2311
35360239,474,70,0.1477
35430770,595,95,0.1597
35410164,498,85,0.1707
35430705,531,120,0.226
35280345,519,95,0.183
35250164,540,75,0.1389
35202790,1122,55,0.049
35150075,351,20,0.057
35061396,429,100,0.2331
35202271,415,85,0.2048
35201204,466,90,0.1931
35290293,460,70,0.1522
35470314,675,115,0.1704
35230484,343,85,0.2478
35600343,224,40,0.1786
35210626,233,30,0.1288
35380350,461,130,0.282
35300628,424,65,0.1533
35210326,598,45,0.0753
35390121,565,35,0.0619
35390711,563,135,0.2398
35150277,466,60,0.1288
35204273,32,NULL,NULL
35204195,1669,185,0.1108
35202374,651,130,0.1997
35201298,967,75,0.0776
35090115,543,75,0.1381
35200056,301,45,0.1495
35212101,786,125,0.159
35204742,1614,155,0.096
35250854,1013,95,0.0938
35600369,591,75,0.1269
35240033,655,115,0.1756
35390763,411,65,0.1582
35250625,423,80,0.1891
35300334,244,35,0.1434
35380176,329,45,0.1368
35480061,422,45,0.1066
35440188,447,55,0.123
35400113,540,110,0.2037
35260804,843,150,0.1779
35250512,418,60,0.1435
35470177,491,90,0.1833
35060557,963,155,0.161
35061680,828,170,0.2053
35060206,469,60,0.1279
35202418,435,75,0.1724
35201827,434,50,0.1152
35140216,445,75,0.1685
35181145,479,120,0.2505
35190163,506,70,0.1383
35200203,600,90,0.15
35240244,768,135,0.1758
35210609,310,30,0.0968
35260412,433,55,0.127
35300856,486,135,0.2778
35060154,389,60,0.1542
35060912,431,65,0.1508
35180586,1414,265,0.1874
35010215,670,115,0.1716
35061729,586,40,0.0683
35180195,537,60,0.1117
35220080,1029,190,0.1846
35360163,366,55,0.1503
35204523,592,80,0.1351
35380093,491,70,0.1426
35480199,638,70,0.1097
35120327,474,95,0.2004
35090198,430,60,0.1395
35070221,436,70,0.1606
35202622,437,85,0.1945
35200965,384,50,0.1302
35060139,377,40,0.1061
35240836,590,90,0.1525
35300770,362,105,0.2901
35212026,2365,560,0.2368
35250738,525,100,0.1905
35250481,397,80,0.2015
35204682,449,20,0.0445
35204683,429,80,0.1865
35290233,387,60,0.155
35370184,529,55,0.104
35100065,764,120,0.1571
35020194,553,70,0.1266
35150292,542,90,0.1661
35203289,695,105,0.1511
35190811,763,90,0.118
35181198,611,210,0.3437
35070199,439,80,0.1822
35090109,503,75,0.1491
35180356,1027,220,0.2142
35061511,336,100,0.2976
35190031,509,75,0.1473
35250261,471,45,0.0955
35210584,286,45,0.1573
35390394,997,170,0.1705
35530295,500,85,0.17
35420222,606,125,0.2063
35212130,3122,655,0.2098
35060616,586,90,0.1536
35061034,471,65,0.138
35140172,478,65,0.136
35120375,20,NULL,NULL
35590110,0,NULL,NULL
35420280,514,120,0.2335
35431310,635,80,0.126
35530296,708,110,0.1554
35370309,418,5,0.012
35560188,136,50,0.3676
35390131,438,65,0.1484
35260709,606,70,0.1155
35240892,746,235,0.315
35061380,901,160,0.1776
35200531,685,100,0.146
35190240,416,55,0.1322
35191090,1377,260,0.1888
35130047,490,85,0.1735
35570375,1125,265,0.2356
35204498,508,85,0.1673
35211877,447,80,0.179
35380177,416,65,0.1563
35240317,836,110,0.1316
35230145,547,45,0.0823
35360510,375,50,0.1333
35600230,0,NULL,NULL
35212167,9233,2170,0.235
35390843,710,90,0.1268
35210019,488,70,0.1434
35400122,484,120,0.2479
35200832,646,95,0.1471
35202850,831,125,0.1504
35180667,510,80,0.1569
35202171,336,55,0.1637
35140246,553,45,0.0814
35201289,370,60,0.1622
35190457,373,45,0.1206
35200744,893,115,0.1288
35200908,483,40,0.0828
35200298,1094,160,0.1463
35190160,502,60,0.1195
35390339,410,60,0.1463
35240287,629,125,0.1987
35240600,1054,155,0.1471
35300747,694,125,0.1801
35370167,487,25,0.0513
35203361,524,95,0.1813
35204329,3223,765,0.2374
35020118,527,110,0.2087
35200497,951,215,0.2261
35010194,360,70,0.1944
35203527,870,140,0.1609
35203915,1024,245,0.2393
35190141,350,45,0.1286
35010231,436,80,0.1835
35431085,439,80,0.1822
35250056,211,35,0.1659
35370843,522,105,0.2011
35260195,726,85,0.1171
35240366,619,85,0.1373
35390731,321,50,0.1558
35250205,237,20,0.0844
35203148,483,60,0.1242
35202606,627,125,0.1994
35181040,611,95,0.1555
35060875,702,85,0.1211
35360353,394,85,0.2157
35211598,1274,225,0.1766
35210209,670,110,0.1642
35360454,139,30,0.2158
35250721,588,85,0.1446
35431308,594,100,0.1684
35240821,1048,215,0.2052
35580450,404,80,0.198
35010238,419,55,0.1313
35203505,509,75,0.1473
35300720,869,195,0.2244
35210154,262,50,0.1908
35260328,335,60,0.1791
35370854,691,75,0.1085
35310195,614,95,0.1547
35190313,320,65,0.2031
35201567,507,65,0.1282
35250534,484,55,0.1136
35390188,747,125,0.1673
35204467,1128,70,0.0621
35360211,471,85,0.1805
35430684,400,60,0.15
35211923,858,175,0.204
35230182,435,50,0.1149
35260031,461,70,0.1518
35370564,1475,325,0.2203
35180123,576,105,0.1823
35060592,913,80,0.0876
35204235,443,60,0.1354
35090151,519,70,0.1349
35010372,315,65,0.2063
35260066,408,65,0.1593
35300189,730,150,0.2055
35300984,360,60,0.1667
35300642,670,85,0.1269
35600215,0,NULL,NULL
35240330,585,125,0.2137
35390139,825,145,0.1758
35240894,729,205,0.2812
35061294,525,60,0.1143
35200375,327,60,0.1835
35110122,468,80,0.1709
35140155,421,45,0.1069
35370699,502,135,0.2689
35370221,531,35,0.0659
35300881,1045,160,0.1531
35390935,379,65,0.1715
35290223,916,160,0.1747
35480207,653,90,0.1378
35190715,338,40,0.1183
35100127,540,75,0.1389
35200612,639,140,0.2191
35070198,466,75,0.1609
35210110,939,145,0.1544
35460090,506,45,0.0889
35250982,336,5,0.0149
35570149,455,55,0.1209
35180633,485,50,0.1031
35150093,581,115,0.1979
35060339,617,25,0.0405
35010331,425,70,0.1647
35210094,687,145,0.2111
35380317,434,65,0.1498
35370295,268,55,0.2052
35212035,962,230,0.2391
35210845,881,105,0.1192
35370743,500,120,0.24
35210427,357,45,0.1261
35061546,1417,370,0.2611
35150273,10,NULL,NULL
35202168,436,90,0.2064
35190578,573,75,0.1309
35160168,488,65,0.1332
35260074,587,65,0.1107
35470297,690,45,0.0652
35240492,578,100,0.173
35211412,2074,290,0.1398
35240801,544,145,0.2665
35240685,1278,390,0.3052
35480066,449,60,0.1336
35210418,310,50,0.1613
35260442,454,65,0.1432
35201955,505,40,0.0792
35180590,651,80,0.1229
35201466,749,40,0.0534
35201661,671,85,0.1267
35201508,740,165,0.223
35300162,214,20,0.0935
35390202,394,75,0.1904
35180807,954,135,0.1415
35200091,524,80,0.1527
35201041,840,30,0.0357
35060251,475,35,0.0737
35203510,415,35,0.0843
35200431,622,110,0.1768
35180374,386,60,0.1554
35120146,84,5,0.0595
35210653,300,35,0.1167
35430857,450,70,0.1556
35560243,555,70,0.1261
35260410,389,50,0.1285
35061587,991,135,0.1362
35200920,636,95,0.1494
35201757,385,40,0.1039
35370579,2805,820,0.2923
35590061,230,20,0.087
35250424,549,5,0.0091
35230154,475,75,0.1579
35061844,705,205,0.2908
35070150,470,75,0.1596
35310226,1211,255,0.2106
35560236,489,95,0.1943
35300187,415,65,0.1566
35260571,616,95,0.1542
35300930,1105,230,0.2081
35240715,933,225,0.2412
35570148,372,50,0.1344
35340060,1200,310,0.2583
35140228,448,70,0.1563
35100167,557,110,0.1975
35200394,580,85,0.1466
35190278,397,50,0.1259
35181084,649,170,0.2619
35260522,574,125,0.2178
35280285,833,65,0.078
35370135,552,75,0.1359
35300132,1214,80,0.0659
35200037,1283,225,0.1754
35060097,1470,300,0.2041
35150237,1032,115,0.1114
35260069,525,85,0.1619
35300875,816,165,0.2022
35370241,498,70,0.1406
35570339,415,40,0.0964
35310121,530,80,0.1509
35290106,754,175,0.2321
35430788,428,55,0.1285
35360483,443,60,0.1354
35460083,980,105,0.1071
35430710,421,70,0.1663
35300265,846,200,0.2364
35200360,483,80,0.1656
35160142,813,115,0.1415
35061118,569,85,0.1494
35580342,475,50,0.1053
35530283,470,75,0.1596
35260569,851,85,0.0999
35460094,563,60,0.1066
35250093,538,70,0.1301
35370789,563,85,0.151
35320160,598,105,0.1756
35060056,315,30,0.0952
35250294,456,50,0.1096
35290038,707,110,0.1556
35570123,469,30,0.064
35212089,2125,475,0.2235
35420301,457,75,0.1641
35260717,469,75,0.1599
35160172,1067,170,0.1593
35240221,353,50,0.1416
35390014,896,130,0.1451
35370543,520,60,0.1154
35300612,550,100,0.1818
35300034,679,55,0.081
35470257,510,70,0.1373
35200896,354,15,0.0424
35201170,506,75,0.1482
35201992,376,55,0.1463
35390723,582,65,0.1117
35260472,669,85,0.1271
35060172,329,55,0.1672
35090167,461,50,0.1085
35190490,468,50,0.1068
35201499,478,105,0.2197
35200065,412,65,0.1578
35203682,754,95,0.126
35250538,588,85,0.1446
35380175,539,75,0.1391
35320287,736,60,0.0815
35060035,437,75,0.1716
35211536,446,85,0.1906
35210106,370,55,0.1486
35580406,402,65,0.1617
35320305,626,170,0.2716
35560192,624,115,0.1843
35440252,492,65,0.1321
35201444,403,25,0.062
35191359,4637,1035,0.2232
35204174,526,60,0.1141
35430957,437,90,0.2059
35370567,404,75,0.1856
35201596,712,105,0.1475
35180581,590,65,0.1102
35370698,568,130,0.2289
35390070,530,60,0.1132
35020107,601,120,0.1997
35191290,8657,2440,0.2819
35120131,550,100,0.1818
35240444,473,80,0.1691
35390400,1057,150,0.1419
35300400,403,75,0.1861
35240887,843,260,0.3084
35201864,622,95,0.1527
35203502,556,90,0.1619
35060392,606,75,0.1238
35320163,617,125,0.2026
35010155,457,50,0.1094
35204360,905,115,0.1271
35370054,512,85,0.166
35260836,5022,1280,0.2549
35410163,878,195,0.2221
35540090,610,110,0.1803
35250190,426,75,0.1761
35300133,466,100,0.2146
35181005,450,75,0.1667
35390157,1120,220,0.1964
35300057,401,45,0.1122
35240336,462,90,0.1948
35140201,757,90,0.1189
35190790,325,40,0.1231
35120361,614,100,0.1629
35200968,721,60,0.0832
35190805,629,80,0.1272
35201188,629,110,0.1749
35060452,542,80,0.1476
35060479,738,175,0.2371
35204741,373,40,0.1072
35204745,1123,190,0.1692
35300473,660,35,0.053
35210532,272,40,0.1471
35600310,5,NULL,NULL
35300918,2615,710,0.2715
35260275,563,100,0.1776
35280199,520,105,0.2019
35300745,709,170,0.2398
35600391,620,130,0.2097
35290256,518,120,0.2317
35430620,723,70,0.0968
35120277,520,95,0.1827
35061550,489,50,0.1022
35180865,523,100,0.1912
35200387,441,75,0.1701
35180541,1400,235,0.1679
35181069,938,225,0.2399
35200166,844,120,0.1422
35181127,360,60,0.1667
35191140,543,65,0.1197
35280173,614,130,0.2117
35310225,520,55,0.1058
35120395,529,80,0.1512
35130059,489,65,0.1329
35300583,382,65,0.1702
35360347,437,80,0.1831
35210024,412,75,0.182
35431009,540,80,0.1481
35260554,522,55,0.1054
35420266,512,70,0.1367
35430632,601,85,0.1414
35240779,918,175,0.1906
35320303,588,180,0.3061
35230105,505,100,0.198
35370681,453,85,0.1876
35202600,453,115,0.2539
35202121,568,145,0.2553
35202213,560,75,0.1339
35100264,466,70,0.1502
35061198,435,55,0.1264
35090155,752,95,0.1263
35190015,703,80,0.1138
35200422,539,85,0.1577
35190681,432,70,0.162
35201214,248,35,0.1411
35390606,716,95,0.1327
35211113,1592,305,0.1916
35530062,254,30,0.1181
35211696,386,80,0.2073
35390661,746,105,0.1408
35260411,406,90,0.2217
35360285,373,65,0.1743
35370348,491,60,0.1222
35202467,570,75,0.1316
35390851,530,55,0.1038
35211557,311,75,0.2412
35190136,563,55,0.0977
35190097,494,45,0.0911
35204782,2613,615,0.2354
35480028,659,85,0.129
35370826,671,110,0.1639
35210068,525,120,0.2286
35530365,580,70,0.1207
35280306,482,90,0.1867
35211849,625,100,0.16
35240069,410,65,0.1585
35430615,459,40,0.0871
35290227,1262,250,0.1981
35260039,401,40,0.0998
35280170,798,95,0.119
35150099,381,55,0.1444
35203270,81,10,0.1235
35061108,329,85,0.2584
35250227,578,110,0.1903
35202216,415,50,0.1205
35204746,1383,270,0.1952
35211552,548,55,0.1004
35250850,1052,140,0.1331
35380123,759,90,0.1186
35210081,680,110,0.1618
35430738,395,NULL,NULL
35300541,264,40,0.1515
35400179,592,85,0.1436
35210741,457,85,0.186
35530152,345,50,0.1449
35250218,561,90,0.1604
35060153,1081,205,0.1896
35180819,420,65,0.1548
35190880,645,110,0.1705
35190852,266,45,0.1692
35204191,651,90,0.1382
35070245,419,85,0.2029
35100322,531,100,0.1883
35202351,487,105,0.2156
35250527,443,60,0.1354
35290308,481,75,0.1559
35300873,1101,220,0.1998
35240586,510,50,0.098
35430866,829,150,0.1809
35390247,586,90,0.1536
35431335,411,35,0.0852
35390799,510,85,0.1667
35300721,971,255,0.2626
35191148,509,70,0.1375
35190855,422,40,0.0948
35090145,1748,320,0.1831
35201152,397,60,0.1511
35190600,801,125,0.1561
35180069,399,65,0.1629
35201504,487,80,0.1643
35370066,453,60,0.1325
35370072,7495,1195,0.1594
35211487,1112,230,0.2068
35250350,607,75,0.1236
35380332,459,125,0.2723
35203330,1061,300,0.2828
35201045,426,25,0.0587
35202574,466,80,0.1717
35200182,397,55,0.1385
35204119,1778,265,0.149
35190264,681,70,0.1028
35191221,469,55,0.1173
35540130,147,20,0.1361
35250866,572,95,0.1661
35600218,22,NULL,NULL
35560254,419,60,0.1432
35290152,417,80,0.1918
35370194,593,55,0.0927
35203532,629,110,0.1749
35200577,563,120,0.2131
35240937,1126,370,0.3286
35250852,1906,300,0.1574
35570392,448,65,0.1451
35370057,658,125,0.19
35360199,502,80,0.1594
35420195,533,70,0.1313
35600345,422,60,0.1422
35204274,565,30,0.0531
35180299,804,135,0.1679
35150311,842,95,0.1128
35180891,1315,265,0.2015
35200961,427,50,0.1171
35202328,548,115,0.2099
35390337,507,75,0.1479
35280231,590,105,0.178
35250293,932,125,0.1341
35420265,507,60,0.1183
35260639,539,60,0.1113
35250097,363,60,0.1653
35530298,791,190,0.2402
35240855,988,350,0.3543
35204665,594,85,0.1431
35250771,490,65,0.1327
35260336,1574,355,0.2255
35260710,496,80,0.1613
35204733,827,130,0.1572
35010195,379,90,0.2375
35200397,914,145,0.1586
35181107,1559,375,0.2405
35070158,450,65,0.1444
35202569,825,130,0.1576
35180207,646,65,0.1006
35010303,455,65,0.1429
35202277,536,175,0.3265
35180380,656,80,0.122
35180683,1328,200,0.1506
35203001,530,50,0.0943
35580357,1196,125,0.1045
35530116,466,35,0.0751
35440257,95,20,0.2105
35260488,614,75,0.1221
35211358,698,100,0.1433
35020077,640,50,0.0781
35204090,1165,95,0.0815
35140255,465,60,0.129
35180986,497,70,0.1408
35060841,591,85,0.1438
35230280,278,35,0.1259
35370810,805,65,0.0807
35060408,757,15,0.0198
35370524,539,80,0.1484
35580075,504,90,0.1786
35240756,684,210,0.307
35390803,512,110,0.2148
35390822,448,85,0.1897
35211321,1104,190,0.1721
35570158,444,60,0.1351
35280157,510,85,0.1667
35230189,483,60,0.1242
35190552,272,25,0.0919
35201613,398,50,0.1256
35203095,648,90,0.1389
35211608,488,70,0.1434
35220136,488,80,0.1639
35431029,350,60,0.1714
35250073,451,70,0.1552
35390102,331,25,0.0755
35212096,987,180,0.1824
35260485,591,70,0.1184
35250485,544,100,0.1838
35240872,741,205,0.2767
35200941,358,35,0.0978
35061358,820,140,0.1707
35200745,635,30,0.0472
35191137,547,90,0.1645
35204749,1088,50,0.046
35240862,428,70,0.1636
35390416,434,60,0.1382
35250950,461,80,0.1735
35370591,457,65,0.1422
35470195,387,70,0.1809
35204692,540,40,0.0741
35180293,900,175,0.1944
35180861,468,85,0.1816
35202499,650,65,0.1
35181123,1172,315,0.2688
35190652,393,75,0.1908
35203869,513,65,0.1267
35200927,399,35,0.0877
35070321,448,45,0.1004
35300839,330,40,0.1212
35250300,829,130,0.1568
35300976,715,110,0.1538
35300818,355,45,0.1268
35210330,675,95,0.1407
35431321,785,205,0.2611
35540131,313,20,0.0639
35212068,3701,865,0.2337
35210375,388,40,0.1031
35360162,395,100,0.2532
35240924,1756,565,0.3218
35060178,624,75,0.1202
35110102,473,65,0.1374
35202478,742,135,0.1819
35203623,936,140,0.1496
35061711,832,30,0.0361
35190952,407,60,0.1474
35203798,438,80,0.1826
35280221,345,35,0.1014
35300929,1827,350,0.1916
35211776,680,125,0.1838
35230302,1106,290,0.2622
35390657,630,135,0.2143
35250741,513,65,0.1267
35390700,554,125,0.2256
35470252,898,100,0.1114
35390552,384,15,0.0391
35380244,501,30,0.0599
35520104,553,95,0.1718
35360326,685,85,0.1241
35191344,722,95,0.1316
35201963,448,70,0.1563
35202807,769,55,0.0715
35190226,252,20,0.0794
35201649,521,85,0.1631
35201013,338,35,0.1036
35190426,588,30,0.051
35230390,570,125,0.2193
35380145,374,45,0.1203
35260634,1455,180,0.1237
35260645,358,50,0.1397
35210242,621,105,0.1691
35420189,664,40,0.0602
35600373,452,75,0.1659
35180899,676,155,0.2293
35190743,607,90,0.1483
35203344,294,30,0.102
35200516,449,60,0.1336
35202502,383,40,0.1044
35190411,280,45,0.1607
35203794,468,75,0.1603
35190161,564,80,0.1418
35560266,610,90,0.1475
35440255,NULL,NULL,NULL
35240654,657,145,0.2207
35260640,338,30,0.0888
35390801,348,55,0.158
35212084,1018,225,0.221
35390885,419,90,0.2148
35203415,409,55,0.1345
35060913,423,60,0.1418
35100075,588,30,0.051
35203976,1878,295,0.1571
35202167,463,45,0.0972
35120328,454,55,0.1211
35200870,1887,80,0.0424
35010322,477,85,0.1782
35060314,541,40,0.0739
35060380,578,105,0.1817
35160189,779,60,0.077
35061502,785,165,0.2102
35060885,745,140,0.1879
